snapshot_index,source,timestamp_mmss,timestamp_sec,frame_index,width,height,edge_pixels,edge_density,skeleton_pixels,skeleton_density,delaunay_points,delaunay_triangles,delaunay_edges,voronoi_vertices,voronoi_ridges,voronoi_enclosed_cells,image_enclosed_cells,graph_vertices,graph_edges_est,intersection_points,endpoints,veins,arteries,total_vein_length_px,total_artery_length_px,longest_vein_px,longest_artery_px,mean_vein_length_px,mean_artery_length_px,simulon_count,simulon_density,simulon_field_energy,simulon_entropy,simulon_cohesion,vein_to_artery_length_ratio,artery_to_vein_length_ratio,net_complexity_index,enclosure_total,vascular_total_length_px,artery_share_of_length,simulon_per_intersection
50,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:29.68,149.68,3742,1280,720,122767,0.1332107204861111,96889,0.10513129340277778,1600,3179,4778,3178,4777,1494,119,24836,102045,16289,8547,1163,778,30656.0,62609.0,163.0,1997.0,26.359415305245054,80.47429305912597,17902,0.019424913194444445,2208.9244347873264,0.9624519984996288,0.9966624947851481,0.4896420642399655,2.0423081941544887,0.48602914036363754,1613,93265.0,0.6713022033989171,1.0990238811467863
51,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:32.68,152.68,3817,1280,720,122767,0.1332107204861111,96889,0.10513129340277778,1600,3179,4778,3178,4777,1494,119,24836,102045,16289,8547,1163,778,30656.0,62609.0,163.0,1997.0,26.359415305245054,80.47429305912597,17902,0.019424913194444445,2208.9244347873264,0.9624519984996288,0.9966624947851481,0.4896420642399655,2.0423081941544887,0.48602914036363754,1613,93265.0,0.6713022033989171,1.0990238811467863
52,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:35.72,155.72,3893,1280,720,139480,0.15134548611111112,109386,0.11869140625,1600,3173,4772,3171,4770,1495,121,29642,116141,19844,9798,1344,897,31843.0,72797.0,183.0,1900.0,23.692708333333332,81.15607580824972,21460,0.02328559027777778,3002.7492546657986,0.9677594454744036,0.9954109303295786,0.4374218717804305,2.286122538705524,0.4975085839194863,1616,104640.0,0.6956899847094801,1.0814351945172345
53,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:38.72,158.72,3968,1280,720,139480,0.15134548611111112,109386,0.11869140625,1600,3173,4772,3171,4770,1495,121,29642,116141,19844,9798,1344,897,31843.0,72797.0,183.0,1900.0,23.692708333333332,81.15607580824972,21460,0.02328559027777778,3002.7492546657986,0.9677594454744036,0.9954109303295786,0.4374218717804305,2.286122538705524,0.4975085839194863,1616,104640.0,0.6956899847094801,1.0814351945172345
54,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:41.76,161.76,4044,1280,720,170426,0.18492404513888888,134568,0.146015625,1600,3180,4779,3178,4777,1494,145,41818,145203,28843,12975,1459,973,33968.0,94666.0,117.0,5861.0,23.281699794379712,97.2929085303186,30482,0.033075086805555556,5221.923788085937,0.9720235160787156,0.9968710888610763,0.35881942830583313,2.786917098445596,0.5179599116538632,1639,128634.0,0.7359329570720028,1.056824879520161
55,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:44.80,164.8,4120,1280,720,167161,0.18138129340277778,133193,0.14452365451388888,1600,3183,4782,3182,4781,1497,332,39966,143277,27722,12244,1170,781,28205.0,97907.0,202.0,11480.0,24.10683760683761,125.36107554417414,29551,0.03206488715277778,4978.954052083333,0.9716483863645403,0.9974968710888611,0.2880795040191202,3.4712639602907287,0.5174188262725425,1829,126112.0,0.7763495940116721,1.065976480773393
56,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:47.80,167.8,4195,1280,720,167161,0.18138129340277778,133193,0.14452365451388888,1600,3183,4782,3182,4781,1497,332,39966,143277,27722,12244,1170,781,28205.0,97907.0,202.0,11480.0,24.10683760683761,125.36107554417414,29551,0.03206488715277778,4978.954052083333,0.9716483863645403,0.9974968710888611,0.2880795040191202,3.4712639602907287,0.5174188262725425,1829,126112.0,0.7763495940116721,1.065976480773393
57,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:50.84,170.84,4271,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
58,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:53.84,173.84,4346,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
59,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:56.88,176.88,4422,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
60,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,02:59.92,179.92,4498,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
61,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:02.92,182.92,4573,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
62,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:05.96,185.96,4649,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
63,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:08.96,188.96,4724,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
64,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:12.00,192.0,4800,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
65,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:15.04,195.04,4876,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
66,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:18.04,198.04,4951,1280,720,25513,0.027683376736111112,20676,0.022434895833333333,1160,2314,3473,2304,3463,1096,35,5309,21748,3532,1777,129,87,3494.0,16108.0,720.0,982.0,27.085271317829456,185.1494252873563,4663,0.005059678819444444,120.54764887152778,0.7749455392449711,0.9997121473805411,0.2169108517506829,4.610188895248998,0.4120477180764106,1131,19602.0,0.821752882358943,1.3202151755379388
67,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:21.08,201.08,5027,1280,720,30425,0.033013237847222224,25210,0.027354600694444446,1457,2897,4353,2893,4349,1279,78,2964,24916,1250,1714,188,126,6949.0,16404.0,204.0,1104.0,36.962765957446805,130.1904761904762,2607,0.0028287760416666665,80.9333203125,0.91459187410665,0.9972508591065292,0.4236161911728847,2.360627428406965,0.3864967805573536,1357,23353.0,0.7024365177921467,2.0856
68,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:24.08,204.08,5102,1280,720,30425,0.033013237847222224,25210,0.027354600694444446,1457,2897,4353,2893,4349,1279,78,2964,24916,1250,1714,188,126,6949.0,16404.0,204.0,1104.0,36.962765957446805,130.1904761904762,2607,0.0028287760416666665,80.9333203125,0.91459187410665,0.9972508591065292,0.4236161911728847,2.360627428406965,0.3864967805573536,1357,23353.0,0.7024365177921467,2.0856
69,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:27.12,207.12,5178,1280,720,42058,0.045635850694444445,33613,0.03647243923611111,1600,3170,4769,3168,4767,1436,117,5001,33301,2250,2751,314,210,11408.0,19393.0,288.0,897.0,36.3312101910828,92.34761904761905,3803,0.004126519097222222,161.39861002604167,0.9389277612180092,0.9947851481017939,0.5882534935285928,1.6999474053295933,0.4010241830528062,1553,30801.0,0.6296224148566605,1.6902222222222223
70,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:30.16,210.16,5254,1280,720,290369,0.31507052951388886,237144,0.25731770833333334,1600,3177,4776,3177,4776,1488,385,94683,271082,72001,22682,1068,712,20478.0,207906.0,153.0,69269.0,19.174157303370787,292.00280898876406,73874,0.0801584201388889,21782.5639851888,0.9868778930629715,0.9962453066332916,0.09849643588929613,10.152651626135365,0.5955417285778888,1873,228384.0,0.9103352248844052,1.0260135275898945
71,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:33.16,213.16,5329,1280,720,290369,0.31507052951388886,237144,0.25731770833333334,1600,3177,4776,3177,4776,1488,385,94683,271082,72001,22682,1068,712,20478.0,207906.0,153.0,69269.0,19.174157303370787,292.00280898876406,73874,0.0801584201388889,21782.5639851888,0.9868778930629715,0.9962453066332916,0.09849643588929613,10.152651626135365,0.5955417285778888,1873,228384.0,0.9103352248844052,1.0260135275898945
72,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:36.20,216.2,5405,1280,720,291076,0.3158376736111111,238101,0.25835611979166667,1600,3175,4774,3175,4774,1479,539,94419,271742,71615,22804,1078,719,21569.0,207927.0,213.0,72214.0,20.008348794063078,289.1891515994437,73633,0.07989691840277778,21774.982401801215,0.9870631873668935,0.9958281184814352,0.10373352186103776,9.640085307617413,0.5955523847674952,2018,229496.0,0.9060157911248998,1.028178454234448
73,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:39.20,219.2,5480,1280,720,291076,0.3158376736111111,238101,0.25835611979166667,1600,3175,4774,3175,4774,1479,539,94419,271742,71615,22804,1078,719,21569.0,207927.0,213.0,72214.0,20.008348794063078,289.1891515994437,73633,0.07989691840277778,21774.982401801215,0.9870631873668935,0.9958281184814352,0.10373352186103776,9.640085307617413,0.5955523847674952,2018,229496.0,0.9060157911248998,1.028178454234448
74,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:42.24,222.24,5556,1280,720,276269,0.29977105034722223,225541,0.24472764756944446,1600,3182,4781,3180,4779,1481,439,86983,255640,65471,21512,1093,729,24356.0,193490.0,196.0,46228.0,22.2836230558097,265.41838134430725,67391,0.07312391493055556,18903.850875,0.9856651766669292,0.9972882770129329,0.1258773063207401,7.944243718180325,0.5868573240130559,1920,217846.0,0.8881962487261643,1.0293259611125536
75,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:45.24,225.24,5631,1280,720,32281,0.03502712673611111,24884,0.027000868055555554,1494,2962,4455,2954,4447,1402,52,4511,24865,2187,2324,404,270,7898.0,15259.0,162.0,389.0,19.54950495049505,56.51481481481481,3641,0.003950737847222222,117.3377236328125,0.8828286582493028,0.9953083109919572,0.5175961727505078,1.9320081033172956,0.3945918364018621,1454,23157.0,0.6589368225590534,1.6648376771833562
76,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:48.28,228.28,5707,1280,720,32281,0.03502712673611111,24884,0.027000868055555554,1494,2962,4455,2954,4447,1402,52,4511,24865,2187,2324,404,270,7898.0,15259.0,162.0,389.0,19.54950495049505,56.51481481481481,3641,0.003950737847222222,117.3377236328125,0.8828286582493028,0.9953083109919572,0.5175961727505078,1.9320081033172956,0.3945918364018621,1454,23157.0,0.6589368225590534,1.6648376771833562
77,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:51.32,231.32,5783,1280,720,75889,0.08234483506944444,60080,0.06519097222222223,1600,3177,4776,3172,4771,1521,91,18059,64487,12429,5630,687,459,13493.0,43326.0,85.0,1011.0,19.64046579330422,94.3921568627451,14041,0.015235460069444444,1071.980084309896,0.9221631827901534,0.9962453066332916,0.31142962655218576,3.210998295412436,0.4631517361427903,1612,56819.0,0.7625266196166776,1.1296966771260761
78,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:54.32,234.32,5858,1280,720,75889,0.08234483506944444,60080,0.06519097222222223,1600,3177,4776,3172,4771,1521,91,18059,64487,12429,5630,687,459,13493.0,43326.0,85.0,1011.0,19.64046579330422,94.3921568627451,14041,0.015235460069444444,1071.980084309896,0.9221631827901534,0.9962453066332916,0.31142962655218576,3.210998295412436,0.4631517361427903,1612,56819.0,0.7625266196166776,1.1296966771260761
79,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,03:57.36,237.36,5934,1280,720,102619,0.11134874131944444,81101,0.0880002170138889,1600,3175,4774,3174,4773,1491,105,20592,85043,13165,7427,1077,718,25797.0,52050.0,133.0,1414.0,23.95264623955432,72.49303621169916,14761,0.016016710069444443,1523.095298828125,0.931994545511143,0.9958281184814352,0.4956195965417867,2.0176764740086055,0.4680432557626882,1596,77847.0,0.6686192146132799,1.121230535510824
80,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:00.36,240.36,6009,1280,720,153019,0.16603624131944444,122314,0.13271918402777777,1600,3176,4775,3176,4775,1476,250,33835,130579,23116,10719,1491,994,28052.0,88092.0,119.0,1997.0,18.814218645204562,88.62374245472837,24842,0.02695529513888889,3835.144864095052,0.9532534438636125,0.9960367125573634,0.3184398129228534,3.1403108512762015,0.505387807069737,1726,116144.0,0.7584722413555586,1.0746668973870912
81,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:03.40,243.4,6085,1280,720,153019,0.16603624131944444,122314,0.13271918402777777,1600,3176,4775,3176,4775,1476,250,33835,130579,23116,10719,1491,994,28052.0,88092.0,119.0,1997.0,18.814218645204562,88.62374245472837,24842,0.02695529513888889,3835.144864095052,0.9532534438636125,0.9960367125573634,0.3184398129228534,3.1403108512762015,0.505387807069737,1726,116144.0,0.7584722413555586,1.0746668973870912
82,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:06.44,246.44,6161,1280,720,72400,0.07855902777777778,55459,0.060176866319444446,1600,3177,4776,3176,4775,1474,697,15266,58881,10138,5128,646,431,20392.0,34666.0,171.0,643.0,31.56656346749226,80.43155452436194,12309,0.013356119791666666,887.8620893012153,0.8530674587911415,0.9962453066332916,0.5882420815784919,1.6999803844644958,0.44581802339896526,2171,55058.0,0.6296269388644702,1.2141448017360426
83,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:09.44,249.44,6236,1280,720,72388,0.07854600694444444,55447,0.06016384548611111,1600,3175,4774,3175,4774,1474,697,15261,58867,10134,5127,647,431,20423.0,34623.0,171.0,643.0,31.56568778979907,80.33178654292344,12305,0.01335177951388889,887.4133538411457,0.8489383370637843,0.9958281184814352,0.5898680068162782,1.695294520883318,0.44512066080190016,2171,55046.0,0.6289830323729244,1.2142293270179594
84,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:12.48,252.48,6312,1280,720,89705,0.09733615451388888,68137,0.07393337673611111,1600,3166,4765,3164,4763,1450,729,20033,72683,13411,6622,758,505,22097.0,45390.0,157.0,1027.0,29.151715039577837,89.88118811881188,15590,0.01691623263888889,1389.862537109375,0.8275113516524565,0.9939507717980809,0.4868252919145186,2.0541249943431237,0.45109592323199804,2179,67487.0,0.6725739772104257,1.1624785623741705
85,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:15.48,255.48,6387,1280,720,72482,0.07864800347222223,55319,0.06002495659722222,1600,3175,4774,3174,4773,1480,685,15224,58683,10112,5112,654,437,19659.0,35258.0,130.0,552.0,30.059633027522935,80.68192219679634,12277,0.013321397569444445,885.6113672960071,0.8262563993682271,0.9958281184814352,0.557575585682682,1.7934788137748614,0.4417549497022493,2165,54917.0,0.6420234171568002,1.2141020569620253
86,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:18.52,258.52,6463,1280,720,72155,0.07829318576388888,55148,0.05983940972222222,1600,3174,4773,3171,4770,1468,687,15298,58616,10225,5073,641,427,18991.0,35755.0,130.0,746.0,29.62714508580343,83.73536299765809,12380,0.013433159722222223,889.381262532552,0.8487884959748985,0.9956195244055068,0.5311424975527899,1.882733926596809,0.4457946456463472,2155,54746.0,0.6531070763160779,1.2107579462102689
87,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:21.56,261.56,6539,1280,720,110576,0.1199826388888889,87290,0.09471571180555556,1600,3178,4777,3175,4774,1496,112,21832,91991,14378,7454,1103,736,28474.0,55203.0,163.0,1895.0,25.815049864007253,75.00407608695652,15986,0.017345920138888887,1776.7826207682292,0.9587358462735259,0.9964539007092199,0.5158053004365705,1.938716021633771,0.47993130996306066,1608,83677.0,0.6597153339627376,1.1118375295590486
88,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:24.56,264.56,6614,1280,720,110576,0.1199826388888889,87290,0.09471571180555556,1600,3178,4777,3175,4774,1496,112,21832,91991,14378,7454,1103,736,28474.0,55203.0,163.0,1895.0,25.815049864007253,75.00407608695652,15986,0.017345920138888887,1776.7826207682292,0.9587358462735259,0.9964539007092199,0.5158053004365705,1.938716021633771,0.47993130996306066,1608,83677.0,0.6597153339627376,1.1118375295590486
89,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:27.60,267.6,6690,1280,720,110576,0.1199826388888889,87290,0.09471571180555556,1600,3178,4777,3175,4774,1496,112,21832,91991,14378,7454,1103,736,28474.0,55203.0,163.0,1895.0,25.815049864007253,75.00407608695652,15986,0.017345920138888887,1776.7826207682292,0.9587358462735259,0.9964539007092199,0.5158053004365705,1.938716021633771,0.47993130996306066,1608,83677.0,0.6597153339627376,1.1118375295590486
90,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:30.60,270.6,6765,1280,720,110576,0.1199826388888889,87290,0.09471571180555556,1600,3178,4777,3175,4774,1496,112,21832,91991,14378,7454,1103,736,28474.0,55203.0,163.0,1895.0,25.815049864007253,75.00407608695652,15986,0.017345920138888887,1776.7826207682292,0.9587358462735259,0.9964539007092199,0.5158053004365705,1.938716021633771,0.47993130996306066,1608,83677.0,0.6597153339627376,1.1118375295590486
91,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:33.64,273.64,6841,1280,720,110574,0.11998046875,87292,0.09471788194444444,1600,3176,4775,3174,4773,1495,112,21834,91992,14378,7456,1104,736,28476.0,55203.0,163.0,1895.0,25.793478260869566,75.00407608695652,15985,0.017344835069444446,1776.661074001736,0.9577868483405273,0.9960367125573634,0.5158415303516113,1.9385798567214496,0.479714099916549,1607,83679.0,0.6596995661994048,1.1117679788565864
92,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:36.64,276.64,6916,1280,720,118970,0.12909071180555556,96212,0.10439670138888889,1600,3180,4779,3180,4779,1487,324,22616,100295,14332,8284,999,666,28791.0,63710.0,1280.0,2453.0,28.81981981981982,95.66066066066067,16143,0.017516276041666667,1944.5094149305555,0.9601807302910468,0.9968710888610763,0.45190707895149895,2.2128442916189086,0.4799064561581279,1811,92501.0,0.6887493108182614,1.1263605916829473
93,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:39.68,279.68,6992,1280,720,118970,0.12909071180555556,96212,0.10439670138888889,1600,3180,4779,3180,4779,1487,324,22616,100295,14332,8284,999,666,28791.0,63710.0,1280.0,2453.0,28.81981981981982,95.66066066066067,16143,0.017516276041666667,1944.5094149305555,0.9601807302910468,0.9968710888610763,0.45190707895149895,2.2128442916189086,0.4799064561581279,1811,92501.0,0.6887493108182614,1.1263605916829473
94,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:42.72,282.72,7068,1280,720,118970,0.12909071180555556,96212,0.10439670138888889,1600,3180,4779,3180,4779,1487,324,22616,100295,14332,8284,999,666,28791.0,63710.0,1280.0,2453.0,28.81981981981982,95.66066066066067,16143,0.017516276041666667,1944.5094149305555,0.9601807302910468,0.9968710888610763,0.45190707895149895,2.2128442916189086,0.4799064561581279,1811,92501.0,0.6887493108182614,1.1263605916829473
95,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:45.72,285.72,7143,1280,720,118946,0.1290646701388889,96190,0.10437282986111111,1600,3181,4780,3180,4779,1491,324,22621,100272,14333,8288,999,667,28783.0,63696.0,1280.0,2453.0,28.81181181181181,95.49625187406296,16148,0.01752170138888889,1944.7033730468752,0.9620128321646582,0.9970796829370046,0.4518808088419995,2.212972935413265,0.48018080082394177,1815,92479.0,0.6887617729430465,1.1266308518802763
96,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:48.76,288.76,7219,1280,720,294869,0.31995334201388886,239512,0.2598871527777778,1600,3181,4780,3180,4779,1484,256,98991,276407,76434,22557,987,659,17419.0,214934.0,130.0,147787.0,17.648429584599796,326.15174506828527,78174,0.08482421875,23368.866491699217,0.9876489870081853,0.9970796829370046,0.08104348311574716,12.339055054825192,0.6000988936054359,1740,232353.0,0.9250321708779314,1.0227647382055107
97,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:51.76,291.76,7294,1280,720,294869,0.31995334201388886,239512,0.2598871527777778,1600,3181,4780,3180,4779,1484,256,98991,276407,76434,22557,987,659,17419.0,214934.0,130.0,147787.0,17.648429584599796,326.15174506828527,78174,0.08482421875,23368.866491699217,0.9876489870081853,0.9970796829370046,0.08104348311574716,12.339055054825192,0.6000988936054359,1740,232353.0,0.9250321708779314,1.0227647382055107
98,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:54.80,294.8,7370,1280,720,294869,0.31995334201388886,239512,0.2598871527777778,1600,3181,4780,3180,4779,1484,256,98991,276407,76434,22557,987,659,17419.0,214934.0,130.0,147787.0,17.648429584599796,326.15174506828527,78174,0.08482421875,23368.866491699217,0.9876489870081853,0.9970796829370046,0.08104348311574716,12.339055054825192,0.6000988936054359,1740,232353.0,0.9250321708779314,1.0227647382055107
99,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,04:57.84,297.84,7446,1280,720,294869,0.31995334201388886,239512,0.2598871527777778,1600,3181,4780,3180,4779,1484,256,98991,276407,76434,22557,987,659,17419.0,214934.0,130.0,147787.0,17.648429584599796,326.15174506828527,78174,0.08482421875,23368.866491699217,0.9876489870081853,0.9970796829370046,0.08104348311574716,12.339055054825192,0.6000988936054359,1740,232353.0,0.9250321708779314,1.0227647382055107
100,clideo_editor_13d9c85214c64cfaaf58122f95277d19.mp4,05:00.84,300.84,7521,1280,720,294869,0.31995334201388886,239512,0.2598871527777778,1600,3181,4780,3180,4779,1484,256,98991,276407,76434,22557,987,659,17419.0,214934.0,130.0,147787.0,17.648429584599796,326.15174506828527,78174,0.08482421875,23368.866491699217,0.9876489870081853,0.9970796829370046,0.08104348311574716,12.339055054825192,0.6000988936054359,1740,232353.0,0.9250321708779314,1.0227647382055107
